sample_uid	sample_name	raw_contigs	post_qc_absolute_seqs	post_qc_unique_seqs	post_taxa_id_absolute_symbiodiniaceae_seqs	post_taxa_id_unique_symbiodiniaceae_seqs	size_screening_violation_absolute	size_screening_violation_unique	post_taxa_id_absolute_non_symbiodiniaceae_seqs	post_taxa_id_unique_non_symbiodiniaceae_seqs	post_med_absolute	post_med_unique	noName Clade A	noName Clade B	noName Clade C	noName Clade D	noName Clade E	noName Clade F	noName Clade G	noName Clade H	noName Clade I	sample_type	host_phylum	host_class	host_order	host_family	host_genus	host_species	collection_latitude	collection_longitude	collection_date	collection_depth	A1	A1ee	5125_A	A1bn	A1ac	74349_A	5263_A	A1ad	A1bw	A1cl	A1bf	29547_A	A1bx	302744_A	284948_A	88024_A	1892_A	288205_A	914813_A	73488_A	A1cj	A4	B1	B1g	B1a	70646_B	B1b	B1s	B1aa	368363_B	439641_B	914836_B	29681_B	914790_B	53344_B	B5	B1j	29479_B	70177_B	C3f	C1	C3	C3fl	C50a	C3ae	C15	C42.2	C42a	C3fm	C1b	C3h	C1c	C3bj	C50q	C3b	C42aq	C3j	C42g	C3p	152_C	C1u	C21	78_C	141_C	143_C	C1y	140_C	240_C	21187_C	744259_C	12748_C	C50f	C72k	C21ab	C1bh	C3av	C1j	32944_C	C1al	C15gy	C15ek	C42b	738954_C	834_C	34_C	C3.8	C1br	67_C	C42ar	41216_C	C1w	C42as	C42aa	744205_C	37348_C	12392_C	C1cb	C1au	C3fo	756747_C	914788_C	756754_C	756742_C	21810_C	C1bo	914804_C	C3k	3638_C	C3fn	243_C	69993_C	481941_C	849_C	40787_C	C3cv	37287_C	C3ew	C3a	77708_C	91349_C	128193_C	C3ba	44_C	C21.12	C115k	21038_C	C15gk	4134_C	52421_C	C7	C91	47664_C	C15el	C15aw	334_C	C115l	914784_C	C3ad	52424_C	C1ci	38_C	914777_C	236319_C	98_C	C42h	63_C	C1cu	87_C	756746_C	C41p	914775_C	43269_C	C42i	C42l	C3.10	C45c	22201_C	C15bo	10449_C	C3cg	C3eq	88_C	32957_C	3240_C	22051_C	52426_C	96019_C	914776_C	90_C	5367_C	16357_C	C42ao	265_C	52423_C	C1bc	93_C	125690_C	69242_C	C1az	914786_C	C3db	52429_C	5429_C	18159_C	21507_C	346_C	21508_C	C3.7	265336_C	37381_C	62_C	C3.2	2953_C	213_C	914789_C	33336_C	86_C	70528_C	262221_C	C15by	914814_C	C93a	43271_C	33777_C	914805_C	7153_C	381_C	C42ah	70133_C	53_C	914831_C	914797_C	52477_C	8372_C	169_C	C1t	462826_C	1830_C	66664_C	914822_C	C3cy	914821_C	702239_C	7_C	509_C	C115d	C45.3	223_C	C15gr	22180_C	55_C	33521_C	17032_C	22193_C	738950_C	91253_C	102_C	336_C	52484_C	37700_C	21059_C	66890_C	89_C	52436_C	105586_C	914794_C	21767_C	C3fj	144_C	21062_C	914785_C	914778_C	21063_C	21208_C	52332_C	914802_C	21069_C	79_C	C42am	C1at	914795_C	341_C	19_C	262225_C	914809_C	33492_C	43207_C	91333_C	10283_C	91970_C	914803_C	52532_C	22886_C	914828_C	267256_C	748436_C	C21ag	10133_C	58229_C	384143_C	52434_C	914796_C	21077_C	34808_C	386_C	203_C	31248_C	914832_C	C3cl	914817_C	914783_C	14803_C	5323_C	52472_C	7154_C	914806_C	914837_C	650_C	914810_C	54_C	93837_C	93154_C	914798_C	914829_C	744262_C	63351_C	69205_C	914815_C	914818_C	914811_C	78572_C	104_C	109818_C	42423_C	744108_C	22167_C	914808_C	914816_C	C3ey	21064_C	C1l	267400_C	914830_C	37127_C	72839_C	20890_C	110255_C	281_C	43238_C	538812_C	C3ea	32906_C	187_C	21513_C	68668_C	196_C	115315_C	377_C	914792_C	914823_C	C3cp	744289_C	91083_C	2555_C	914793_C	61852_C	35946_C	22722_C	337_C	33612_C	914781_C	36754_C	61853_C	2553_C	770499_C	1714_C	54851_C	914782_C	62087_C	914780_C	914833_C	C3de	756776_C	914779_C	860656_C	C3an	34813_C	183733_C	62086_C	473868_C	460855_C	54854_C	1968_C	76_C	181_C	914835_C	914834_C	142_C	914838_C	46465_C	58005_C	175_C	C3.11	33098_C	66_C	65_C	66636_C	52_C	46470_C	914824_C	D1	D4	D6	D1d	D1b	D6c	D4c	46468_D	D1ab	4930_D	D2	D2.2	32604_D	D10	D4d	19279_D	46467_D	1776_D	15498_D	D1c	101372_D	10157_D	914787_D	D1bm	174744_D	914800_D	29092_D	21127_D	6883_D	16338_D	914801_D	914807_D	D1h	D5	41573_D	15804_D	1738_D	914825_D	1754_D	1742_D	1668_D	440956_D	1661_D	1662_D	2615_D	761938_D	10078_D	12918_D	761931_D	D17j	D17d	D4i	22831_D	D4j	692512_D	914819_D	914812_D	6898_D	D2a	914820_D	D17e	D1r	104772_D	26126_D	173501_D	914791_D	914826_D	21095_D	10614_D	33576_D	132852_D	914827_D	53106_D
107398	C96	46133	35332	654	35329	653	0	0	3	1	34016	34	0	0	1604	1493	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Merulinidae	Echinopora	gemmacea	-21.20431911	-159.77489684	24.09.2019	0-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	4143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6226	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	142	0	0	0	0	119	132	0	0	0	0	113	0	0	0	80	0	89	0	0	0	0	0	71	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9285	3836	3113	1615	374	761	0	0	0	289	0	540	665	167	230	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	154	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107317	C22	33561	23447	1078	23447	1078	0	0	0	0	21485	41	0	0	1369	554	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Merulinidae	Hydnophora	microconos	-21.20338543	-159.82031999	18.09.2019	0-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3345	0	765	961	726	899	0	0	0	433	0	611	0	246	196	168	0	288	0	100	73	0	0	283	0	105	0	68	57	0	0	0	99	0	0	0	0	0	88	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5136	2728	1563	232	342	190	0	267	197	106	92	111	79	87	47	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0
107278	C1	38655	28907	1094	28907	1094	0	0	0	0	26460	24	0	0	2329	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	verweyi	-21.20436652	-159.77224303	16.09.2019	0-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10018	0	2524	2518	1713	3164	0	0	0	1140	0	491	0	617	772	458	0	219	0	497	294	0	0	0	0	0	0	255	0	161	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0	0	0	0	0	0	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	156	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107392	C90	54559	45173	832	45173	832	0	0	0	0	39627	27	0	0	4017	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	hyacinthus	-21.20379180	-159.76984791	23.09.2019	0-2	5	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13398	0	3303	4206	3544	3493	0	0	0	2519	0	1561	0	809	1132	743	0	423	0	470	416	0	0	404	451	387	0	364	255	278	388	0	0	0	0	0	0	0	240	0	0	0	0	222	0	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107402	E1	76255	63594	1039	63594	1039	0	0	0	0	58898	29	0	0	6028	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	verweyi	-21.20436652	-159.77224303	16.09.2019	0-2	6	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21574	0	4688	6197	3851	6874	0	0	0	3167	0	1073	0	1291	1648	966	0	0	0	941	605	0	305	0	0	0	0	725	267	418	692	0	0	0	285	0	0	0	0	0	0	0	0	281	0	0	0	0	493	0	0	0	0	0	0	0	0	0	0	0	0	492	0	0	0	0	0	0	0	0	334	313	0	0	320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107506	E81	73313	58728	978	58728	978	0	0	0	0	53361	28	0	0	4590	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	cf_anthocercis	-21.20401881	-159.77093133	23.09.2019	0-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17073	0	5320	6245	4524	4537	0	0	0	3405	0	1641	0	1252	1545	1204	0	455	0	611	502	0	313	0	413	334	0	435	422	388	399	0	0	0	341	0	0	0	0	0	0	0	0	0	0	0	305	0	410	0	0	0	0	0	0	271	0	0	0	0	0	0	0	0	251	0	0	0	246	0	269	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107325	C3	34912	27890	760	27890	760	0	0	0	0	24934	26	0	0	2361	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	verweyi	-21.20438058	-159.77223131	16.09.2019	0-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9286	0	1879	2139	1979	3029	0	0	0	974	0	667	0	614	642	429	0	231	0	412	271	0	292	0	0	0	0	244	157	183	317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0	0	0	0	186	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	134	133	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107516	E90	94901	78566	1347	78566	1347	0	0	0	0	68989	30	0	0	6613	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	hyacinthus	-21.20379180	-159.76984791	23.09.2019	0-2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21019	0	6987	7237	5957	5984	0	0	0	4462	0	2638	0	1648	2206	1426	0	808	0	809	735	0	444	0	448	618	0	587	490	468	543	0	0	0	358	0	0	0	0	0	0	0	0	423	0	0	387	0	582	0	0	0	0	0	0	369	0	0	0	0	350	0	0	0	326	0	0	0	338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107382	C81	36804	29270	600	29270	600	0	0	0	0	26120	27	0	0	2680	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	cf_anthocercis	-21.20401881	-159.77093133	23.09.2019	0-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8702	0	2175	2870	2112	2040	0	0	0	1689	0	1128	0	461	618	471	0	411	0	285	255	0	337	400	176	264	0	180	164	151	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	161	141	0	0	0	0	0	0	0	0	139	0	0	0	0	157	0	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107512	E87	71106	58274	1071	58274	1071	0	0	0	0	51908	27	0	0	5105	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	hyacinthus	-21.20374959	-159.76989357	23.09.2019	0-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15381	0	5373	5678	4847	4432	0	0	0	3207	0	1785	0	1318	1624	1138	0	439	0	583	548	0	373	660	378	450	0	438	429	363	507	0	0	0	293	0	0	0	320	0	0	0	0	340	0	0	332	0	415	0	0	0	0	0	0	257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
